tradeday,account,nav
"2018-06-08 00:00:00",XLIN02,23384.809500000003
"2018-06-11 00:00:00",XLIN02,23520.309500000003
"2018-06-12 00:00:00",XLIN02,23597.659499999998
"2018-06-13 00:00:00",XLIN02,23432.059499999996
"2018-06-14 00:00:00",XLIN02,23653.5095
"2018-06-15 00:00:00",XLIN02,23754.359500000002
"2018-06-18 00:00:00",XLIN02,23652.8595
"2018-06-19 00:00:00",XLIN02,23585.109500000002
"2018-06-20 00:00:00",XLIN02,23749.6095
"2018-06-21 00:00:00",XLIN02,23550.5595
"2018-06-22 00:00:00",XLIN02,23554.6095
"2018-06-25 00:00:00",XLIN02,23227.809500000003
"2018-06-26 00:00:00",XLIN02,23257.8595
"2018-06-27 00:00:00",XLIN02,22912.909499999998
"2018-06-28 00:00:00",XLIN02,23186.5595
"2018-06-29 00:00:00",XLIN02,23283.109500000002
"2018-07-02 00:00:00",XLIN02,23256.3095
"2018-07-03 00:00:00",XLIN02,23207.109500000002
"2018-07-04 00:00:00",XLIN02,23207.109500000002
"2018-07-05 00:00:00",XLIN02,23375.7095
"2018-07-06 00:00:00",XLIN02,23625.7095
"2018-07-09 00:00:00",XLIN02,23752.109500000002
"2018-07-10 00:00:00",XLIN02,23658.1095
"2018-07-11 00:00:00",XLIN02,23493.3595
"2018-07-12 00:00:00",XLIN02,23767.759500000004
"2018-07-13 00:00:00",XLIN02,23764.2095
"2018-07-16 00:00:00",XLIN02,23748.359500000002
"2018-07-17 00:00:00",XLIN02,23884.2095
"2018-07-18 00:00:00",XLIN02,23816.809500000003
"2018-07-19 00:00:00",XLIN02,23644.8095
"2018-07-20 00:00:00",XLIN02,23679.8595
"2018-07-23 00:00:00",XLIN02,23599.759500000004
"2018-07-24 00:00:00",XLIN02,23739.2095
"2018-07-25 00:00:00",XLIN02,23925.859500000002
"2018-07-26 00:00:00",XLIN02,23237.9595
"2018-07-27 00:00:00",XLIN02,23105.4595
"2018-07-30 00:00:00",XLIN02,22865.209500000004
"2018-07-31 00:00:00",XLIN02,22965.709499999997
"2018-08-01 00:00:00",XLIN02,22843.4595
"2018-08-02 00:00:00",XLIN02,22808.009500000004
"2018-08-03 00:00:00",XLIN02,23128.659500000005
"2018-08-06 00:00:00",XLIN02,23202.8095
"2018-08-07 00:00:00",XLIN02,23258.6595
"2018-08-08 00:00:00",XLIN02,23215.9095
"2018-08-09 00:00:00",XLIN02,23254.7095
"2018-08-10 00:00:00",XLIN02,23102.359500000006
"2018-08-13 00:00:00",XLIN02,22884.8095
"2018-08-14 00:00:00",XLIN02,22883.5595
"2018-08-15 00:00:00",XLIN02,22601.159499999998
"2018-08-16 00:00:00",XLIN02,22742.084500000004
"2018-08-17 00:00:00",XLIN02,22911.1345
"2018-08-20 00:00:00",XLIN02,22998.234500000002
"2018-08-21 00:00:00",XLIN02,23035.2845
"2018-08-22 00:00:00",XLIN02,23037.6345
"2018-08-23 00:00:00",XLIN02,22870.1345
"2018-08-24 00:00:00",XLIN02,23032.9095
"2018-08-27 00:00:00",XLIN02,23148.3845
"2018-08-28 00:00:00",XLIN02,23098.9845
"2018-08-29 00:00:00",XLIN02,23095.5345
"2018-08-30 00:00:00",XLIN02,22747.744500000004
"2018-08-31 00:00:00",XLIN02,22749.8845
"2018-09-03 00:00:00",XLIN02,22749.8845
"2018-09-04 00:00:00",XLIN02,22504.484500000002
"2018-09-05 00:00:00",XLIN02,22267.5345
"2018-09-06 00:00:00",XLIN02,22238.074500000002
"2018-09-07 00:00:00",XLIN02,22233.3745
"2018-09-10 00:00:00",XLIN02,22206.374499999998
"2018-09-11 00:00:00",XLIN02,22332.3245
"2018-09-12 00:00:00",XLIN02,22425.4245
"2018-09-13 00:00:00",XLIN02,22709.3745
"2018-09-14 00:00:00",XLIN02,22606.4745
"2018-09-17 00:00:00",XLIN02,22463.5745
"2018-09-18 00:00:00",XLIN02,22519.524499999996
"2018-09-19 00:00:00",XLIN02,22572.224500000004
"2018-09-20 00:00:00",XLIN02,22793.074500000002
"2018-09-21 00:00:00",XLIN02,22779.674500000005
"2018-09-24 00:00:00",XLIN02,22657.224500000004
"2018-09-25 00:00:00",XLIN02,22670.824500000002
"2018-09-26 00:00:00",XLIN02,22734.574500000002
"2018-09-27 00:00:00",XLIN02,22783.1245
"2018-09-28 00:00:00",XLIN02,22752.8745
"2018-10-01 00:00:00",XLIN02,22743.2745
"2018-10-02 00:00:00",XLIN02,22628.3245
"2018-10-03 00:00:00",XLIN02,22699.8745
"2018-10-04 00:00:00",XLIN02,22326.774500000003
"2018-10-05 00:00:00",XLIN02,22235.274499999996
"2018-10-08 00:00:00",XLIN02,22274.724500000004
"2018-10-09 00:00:00",XLIN02,22172.274500000003
"2018-10-10 00:00:00",XLIN02,21385.974499999997
"2018-10-11 00:00:00",XLIN02,21019.724500000004
"2018-10-12 00:00:00",XLIN02,21560.7745
"2018-10-15 00:00:00",XLIN02,21368.574500000002
"2018-10-16 00:00:00",XLIN02,21814.774499999996
"2018-10-17 00:00:00",XLIN02,21863.374499999998
"2018-10-18 00:00:00",XLIN02,21454.1245
"2018-10-19 00:00:00",XLIN02,21641.824500000002
"2018-10-22 00:00:00",XLIN02,21755.424499999997
"2018-10-23 00:00:00",XLIN02,21606.9745
"2018-10-24 00:00:00",XLIN02,20761.7245
"2018-10-25 00:00:00",XLIN02,21098.1245
"2018-10-26 00:00:00",XLIN02,20645.474500000004
"2018-10-29 00:00:00",XLIN02,20566.6995
"2018-10-30 00:00:00",XLIN02,20809.0245
"2018-10-31 00:00:00",XLIN02,21244.1245
"2018-11-01 00:00:00",XLIN02,21693.1245
"2018-11-02 00:00:00",XLIN02,21449.624499999998
"2018-11-05 00:00:00",XLIN02,21550.7245
"2018-11-06 00:00:00",XLIN02,21626.224500000004
"2018-11-07 00:00:00",XLIN02,21956.5245
"2018-11-08 00:00:00",XLIN02,21637.1245
"2018-11-09 00:00:00",XLIN02,21436.9245
"2018-11-12 00:00:00",XLIN02,21118.8245
"2018-11-13 00:00:00",XLIN02,21195.4745
"2018-11-14 00:00:00",XLIN02,21287.574500000002
"2018-11-15 00:00:00",XLIN02,21457.299499999997
"2018-11-16 00:00:00",XLIN02,21350.3995
"2018-11-19 00:00:00",XLIN02,20967.0495
"2018-11-20 00:00:00",XLIN02,20545.6495
"2018-11-21 00:00:00",XLIN02,20791.6495
"2018-11-22 00:00:00",XLIN02,20791.6495
"2018-11-23 00:00:00",XLIN02,20607.249499999998
"2018-11-26 00:00:00",XLIN02,20927.899500000003
"2018-11-27 00:00:00",XLIN02,21016.4995
"2018-11-28 00:00:00",XLIN02,21448.0995
"2018-11-29 00:00:00",XLIN02,21340.8995
"2018-11-30 00:00:00",XLIN02,21663.5495
"2018-12-03 00:00:00",XLIN02,21829.899500000003
"2018-12-04 00:00:00",XLIN02,21332.8995
"2018-12-05 00:00:00",XLIN02,21332.8995
"2018-12-06 00:00:00",XLIN02,21274.9995
"2018-12-07 00:00:00",XLIN02,20889.649500000003
"2018-12-10 00:00:00",XLIN02,20973.449500000002
"2018-12-11 00:00:00",XLIN02,21008.5995
"2018-12-12 00:00:00",XLIN02,21200.2995
"2018-12-13 00:00:00",XLIN02,21179.049500000005
"2018-12-14 00:00:00",XLIN02,20914.9995
"2018-12-17 00:00:00",XLIN02,20514.549500000005
"2018-12-18 00:00:00",XLIN02,20463.799500000005
"2018-12-19 00:00:00",XLIN02,20077.199500000002
"2018-12-20 00:00:00",XLIN02,19879.6995
"2018-12-21 00:00:00",XLIN02,19619.0495
"2018-12-24 00:00:00",XLIN02,19169.499499999998
"2018-12-25 00:00:00",XLIN02,19169.499499999998
"2018-12-26 00:00:00",XLIN02,19914.237500000003
"2018-12-27 00:00:00",XLIN02,20051.037500000002
"2018-12-28 00:00:00",XLIN02,20009.182500000003
"2018-12-31 00:00:00",XLIN02,20034.482500000002
"2019-01-01 00:00:00",XLIN02,20034.482500000002
"2019-01-02 00:00:00",XLIN02,20124.032499999998
"2019-01-03 00:00:00",XLIN02,19701.6825
"2019-01-04 00:00:00",XLIN02,20398.4325
"2019-01-07 00:00:00",XLIN02,20575.082499999997
"2019-01-08 00:00:00",XLIN02,20796.1325
"2019-01-09 00:00:00",XLIN02,20942.2825
"2019-01-10 00:00:00",XLIN02,20976.782499999998
"2019-01-11 00:00:00",XLIN02,20993.982500000002
"2019-01-14 00:00:00",XLIN02,20859.982500000002
"2019-01-15 00:00:00",XLIN02,21073.7825
"2019-01-16 00:00:00",XLIN02,21025.982500000002
"2019-01-17 00:00:00",XLIN02,21154.4825
"2019-01-18 00:00:00",XLIN02,21385.632500000003
"2019-01-21 00:00:00",XLIN02,21385.632500000003
"2019-01-22 00:00:00",XLIN02,21111.1325
"2019-01-23 00:00:00",XLIN02,21131.3325
"2019-01-24 00:00:00",XLIN02,21076.5325
"2019-01-25 00:00:00",XLIN02,21318.632500000003
"2019-01-28 00:00:00",XLIN02,21148.782500000005
"2019-01-29 00:00:00",XLIN02,21146.5325
"2019-01-30 00:00:00",XLIN02,21355.882500000003
"2019-01-31 00:00:00",XLIN02,21888.132500000003
"2019-02-01 00:00:00",XLIN02,21846.432500000003
"2019-02-04 00:00:00",XLIN02,21987.0325
"2019-02-05 00:00:00",XLIN02,22186.232500000002
"2019-02-06 00:00:00",XLIN02,22080.282500000005
"2019-02-07 00:00:00",XLIN02,21633.682500000003
"2019-02-08 00:00:00",XLIN02,21794.0825
"2019-02-11 00:00:00",XLIN02,21807.332500000004
"2019-02-12 00:00:00",XLIN02,21924.2825
"2019-02-13 00:00:00",XLIN02,21861.6325
"2019-02-14 00:00:00",XLIN02,21644.3825
"2019-02-15 00:00:00",XLIN02,21718.8825
"2019-02-18 00:00:00",XLIN02,21718.8825
"2019-02-19 00:00:00",XLIN02,21795.732500000002
"2019-02-20 00:00:00",XLIN02,21861.932500000003
"2019-02-21 00:00:00",XLIN02,21798.332500000004
"2019-02-22 00:00:00",XLIN02,21754.7325
"2019-02-25 00:00:00",XLIN02,21787.7825
"2019-02-26 00:00:00",XLIN02,21692.432500000003
"2019-02-27 00:00:00",XLIN02,21608.732500000002
"2019-02-28 00:00:00",XLIN02,21582.882500000003
