tradeday,account,ticker,attr
"2017-06-16 00:00:00",XLIN01,JD,-0.0018
"2017-06-16 00:00:00",XLIN01,KR,0.0145
"2017-06-19 00:00:00",XLIN01,JD,0.015503110496692
"2017-06-19 00:00:00",XLIN01,KR,0.00864026858892071
"2017-06-20 00:00:00",XLIN01,JD,-0.00809911777467097
"2017-06-20 00:00:00",XLIN01,KR,-0.0062671744684954
"2017-06-21 00:00:00",XLIN01,JD,0.0214233308877476
"2017-06-21 00:00:00",XLIN01,KR,-0.000244558571777941
"2017-06-22 00:00:00",XLIN01,JD,0.00229907079222148
"2017-06-22 00:00:00",XLIN01,KR,0.00455024427627167
"2017-06-23 00:00:00",XLIN01,JD,0.0154131582703011
"2017-06-23 00:00:00",XLIN01,KR,0.000951429522858094
"2017-06-26 00:00:00",XLIN01,JD,0.00121694359934472
"2017-06-26 00:00:00",XLIN01,KR,0.000234027615258601
"2017-06-27 00:00:00",XLIN01,JD,-0.0223406244157787
"2017-06-27 00:00:00",XLIN01,KR,0.00373901663862404
"2017-06-28 00:00:00",XLIN01,JD,0.00561958281741118
"2017-06-28 00:00:00",XLIN01,KR,0.013810839127536
"2017-06-29 00:00:00",XLIN01,JD,-0.0166308511632253
"2017-06-29 00:00:00",XLIN01,KR,-0.0025693730729702
"2017-06-30 00:00:00",XLIN01,JD,-0.00136602024637151
"2017-06-30 00:00:00",XLIN01,KR,0.000195145749481644
"2017-07-03 00:00:00",XLIN01,JD,-0.00175837057659902
"2017-07-03 00:00:00",XLIN01,KR,0.00505531540772218
"2017-07-04 00:00:00",XLIN01,JD,0
"2017-07-04 00:00:00",XLIN01,KR,0
"2017-07-05 00:00:00",XLIN01,JD,0.00438148094055791
"2017-07-05 00:00:00",XLIN01,KR,-0.00701036950489265
"2017-07-06 00:00:00",XLIN01,JD,-0.0031727436911212
"2017-07-06 00:00:00",XLIN01,KO,0.000195245765607458
"2017-07-06 00:00:00",XLIN01,KR,-0.00219651486308391
"2017-07-06 00:00:00",XLIN01,TWTR,-0.000351442378093425
"2017-07-07 00:00:00",XLIN01,JD,0.000539909098940797
"2017-07-07 00:00:00",XLIN01,KO,-0.0000490826453582542
"2017-07-07 00:00:00",XLIN01,KR,0.000662615712336432
"2017-07-07 00:00:00",XLIN01,TWTR,0.000441743808224288
"2017-07-10 00:00:00",XLIN01,JD,0.00588053689301833
"2017-07-10 00:00:00",XLIN01,KO,-0.0000490044741084861
"2017-07-10 00:00:00",XLIN01,KR,-0.0121286073418503
"2017-07-10 00:00:00",XLIN01,TWTR,0.000264624160185825
"2017-07-11 00:00:00",XLIN01,JD,0.00192277352685967
"2017-07-11 00:00:00",XLIN01,KO,-0.00024650942652047
"2017-07-11 00:00:00",XLIN01,KR,0.000443716967736846
"2017-07-11 00:00:00",XLIN01,TWTR,0.00248481501932634
"2017-07-12 00:00:00",XLIN01,EBAY,-0.000119777897555675
"2017-07-12 00:00:00",XLIN01,INTU,0.0000983889872778762
"2017-07-12 00:00:00",XLIN01,JD,0.00269500269500269
"2017-07-12 00:00:00",XLIN01,KO,0.00077000077000077
"2017-07-12 00:00:00",XLIN01,KR,0.00327250327250327
"2017-07-12 00:00:00",XLIN01,TWTR,0.00234850234850235
"2017-07-13 00:00:00",XLIN01,EBAY,0.000796998537422897
"2017-07-13 00:00:00",XLIN01,INTU,-0.000457850223625919
"2017-07-13 00:00:00",XLIN01,JD,-0.0000423935392246222
"2017-07-13 00:00:00",XLIN01,KO,-0.000339148313796977
"2017-07-13 00:00:00",XLIN01,KR,0.0022892511181296
"2017-07-13 00:00:00",XLIN01,TWTR,0.00026707929711512
"2017-07-14 00:00:00",XLIN01,EBAY,0.00072102552014365
"2017-07-14 00:00:00",XLIN01,INTU,0.000124792878486401
"2017-07-14 00:00:00",XLIN01,JD,0.00201055193116979
"2017-07-14 00:00:00",XLIN01,KO,0.000935946588648008
"2017-07-14 00:00:00",XLIN01,KR,0.00140391988297201
"2017-07-14 00:00:00",XLIN01,TWTR,0.000998343027891208
"2017-07-17 00:00:00",XLIN01,EBAY,-0.000103353831843316
"2017-07-17 00:00:00",XLIN01,INTU,0.0001309148536682
"2017-07-17 00:00:00",XLIN01,JD,-0.001309148536682
"2017-07-17 00:00:00",XLIN01,KO,0.000241158940967736
"2017-07-17 00:00:00",XLIN01,KR,-0.00217043046870963
"2017-07-17 00:00:00",XLIN01,TWTR,0.00093018448658984
"2017-07-18 00:00:00",XLIN01,EBAY,-0.00086325072599386
"2017-07-18 00:00:00",XLIN01,INTU,0.000400548336861151
"2017-07-18 00:00:00",XLIN01,JD,0.0046960839494066
"2017-07-18 00:00:00",XLIN01,KO,-0.000290052243933937
"2017-07-18 00:00:00",XLIN01,KR,-0.00497232418172464
"2017-07-18 00:00:00",XLIN01,TWTR,0.000124308104543116
"2017-07-19 00:00:00",XLIN01,EBAY,0.000967716293231861
"2017-07-19 00:00:00",XLIN01,INTU,0.00106448792255505
"2017-07-19 00:00:00",XLIN01,JD,0.0007949098122976
"2017-07-19 00:00:00",XLIN01,KO,0.000774173034585489
"2017-07-19 00:00:00",XLIN01,KR,0.00606550748079256
"2017-07-19 00:00:00",XLIN01,TWTR,0.000435472331954338
"2017-07-20 00:00:00",XLIN01,EBAY,0.000342156406536556
"2017-07-20 00:00:00",XLIN01,INTU,0.000109490050091698
"2017-07-20 00:00:00",XLIN01,JD,-0.00102646921960967
"2017-07-20 00:00:00",XLIN01,KO,-0.0000479018969151178
"2017-07-20 00:00:00",XLIN01,KR,0.00492705225412641
"2017-07-20 00:00:00",XLIN01,TWTR,0.00126255714011989
"2017-07-21 00:00:00",XLIN01,EBAY,-0.00193949457451912
"2017-07-21 00:00:00",XLIN01,INTU,-0.000347067450177106
"2017-07-21 00:00:00",XLIN01,JD,0.000544419529689579
"2017-07-21 00:00:00",XLIN01,KO,0.0010003708858046
"2017-07-21 00:00:00",XLIN01,KR,0
"2017-07-21 00:00:00",XLIN01,TWTR,-0.00128619113889163
"2017-07-24 00:00:00",XLIN01,EBAY,-0.000784193388908778
"2017-07-24 00:00:00",XLIN01,INTU,0.000961489285531632
"2017-07-24 00:00:00",XLIN01,JD,0.00156838677781756
"2017-07-24 00:00:00",XLIN01,KO,-0.000906936701955369
"2017-07-24 00:00:00",XLIN01,KR,-0.000460287423924718
"2017-07-24 00:00:00",XLIN01,TWTR,-0.000337544110878126
"2017-07-25 00:00:00",XLIN01,EBAY,-0.000204563818797369
"2017-07-25 00:00:00",XLIN01,INTU,0.000402308843634826
"2017-07-25 00:00:00",XLIN01,JD,0.00313664522155966
"2017-07-25 00:00:00",XLIN01,KO,0.00190926230877545
"2017-07-25 00:00:00",XLIN01,KR,0.00690402888441121
"2017-07-25 00:00:00",XLIN01,TWTR,-0.0000920537184588162
"2017-07-26 00:00:00",XLIN01,EBAY,0.0024255246039152
"2017-07-26 00:00:00",XLIN01,INTU,0.000202127050326267
"2017-07-26 00:00:00",XLIN01,JD,0.00474998568266727
"2017-07-26 00:00:00",XLIN01,KO,0.00235814892047311
"2017-07-26 00:00:00",XLIN01,KR,0.0006063811509788
"2017-07-26 00:00:00",XLIN01,TWTR,-0.00109148607176184
"2017-07-27 00:00:00",XLIN01,EBAY,-0.00290397845047715
"2017-07-27 00:00:00",XLIN01,INTU,-0.000180246938305478
"2017-07-27 00:00:00",XLIN01,JD,-0.00236991344809055
"2017-07-27 00:00:00",XLIN01,KO,0.00177576613293545
"2017-07-27 00:00:00",XLIN01,KR,0.00345473298418834
"2017-07-27 00:00:00",XLIN01,TWTR,-0.00832140031843626
"2017-07-28 00:00:00",XLIN01,EBAY,-0.000774335165926559
"2017-07-28 00:00:00",XLIN01,INTU,-0.000828201960077972
"2017-07-28 00:00:00",XLIN01,JD,0.000202000478067798
"2017-07-28 00:00:00",XLIN01,KO,-0.000518467893707348
"2017-07-28 00:00:00",XLIN01,KR,0.004999511832178
"2017-07-28 00:00:00",XLIN01,TWTR,-0.000272700645391527
"2017-07-31 00:00:00",XLIN01,EBAY,-0.000603685933830272
"2017-07-31 00:00:00",XLIN01,INTU,0.000902654205822407
"2017-07-31 00:00:00",XLIN01,JD,-0.000143734746150065
"2017-07-31 00:00:00",XLIN01,KO,-0.000684177391674309
"2017-07-31 00:00:00",XLIN01,KR,0.0031046705168414
"2017-07-31 00:00:00",XLIN01,TWTR,-0.00251248336270313
"2017-08-01 00:00:00",XLIN01,EBAY,0.000491957855610369
"2017-08-01 00:00:00",XLIN01,INTU,0.000120256364704757
"2017-08-01 00:00:00",XLIN01,JD,0.00103857769517745
"2017-08-01 00:00:00",XLIN01,KO,-0.000535687442775736
"2017-08-01 00:00:00",XLIN01,KR,-0.0047965890922011
"2017-08-01 00:00:00",XLIN01,TWTR,0.000951118520846714
"2017-08-02 00:00:00",XLIN01,EBAY,-0.0000274058198999139
"2017-08-02 00:00:00",XLIN01,INTU,-0.000493304758198451
"2017-08-02 00:00:00",XLIN01,JD,-0.000822174596997418
"2017-08-02 00:00:00",XLIN01,KO,-0.000422049626458675
"2017-08-02 00:00:00",XLIN01,KR,0.00616630947748064
"2017-08-02 00:00:00",XLIN01,TWTR,-0.00111267628793651
"2017-08-03 00:00:00",XLIN01,CMG,-0.00195309298907907
"2017-08-03 00:00:00",XLIN01,EBAY,-0.000519003731363669
"2017-08-03 00:00:00",XLIN01,INTU,0.000333255027507198
"2017-08-03 00:00:00",XLIN01,JD,0.000136579929306229
"2017-08-03 00:00:00",XLIN01,KO,0.000305939041645952
"2017-08-03 00:00:00",XLIN01,KR,-0.00700655037340953
"2017-08-03 00:00:00",XLIN01,TWTR,0.000871379948973738
"2017-08-04 00:00:00",XLIN01,CMG,-0.000220252795145628
"2017-08-04 00:00:00",XLIN01,EBAY,-0.000247784394538832
"2017-08-04 00:00:00",XLIN01,INTU,-0.000132151677087377
"2017-08-04 00:00:00",XLIN01,JD,0.00302847593325239
"2017-08-04 00:00:00",XLIN01,KO,-0.000655252065558244
"2017-08-04 00:00:00",XLIN01,KR,0.000867245380885912
"2017-08-04 00:00:00",XLIN01,TWTR,0.000878258020643193
"2017-08-07 00:00:00",XLIN01,CMG,-0.00140193197749227
"2017-08-07 00:00:00",XLIN01,EBAY,0.00134431833458163
"2017-08-07 00:00:00",XLIN01,INTU,-0.000137175340263432
"2017-08-07 00:00:00",XLIN01,JD,0.00318246789411161
"2017-08-07 00:00:00",XLIN01,KO,0.000537727333832652
"2017-08-07 00:00:00",XLIN01,KR,0.00296298734969012
"2017-08-07 00:00:00",XLIN01,TWTR,0.000875178670880693
"2017-08-08 00:00:00",XLIN01,CMG,-0.0015823258828752
"2017-08-08 00:00:00",XLIN01,EBAY,0.000680863116555595
"2017-08-08 00:00:00",XLIN01,INTU,-0.000256004531824904
"2017-08-08 00:00:00",XLIN01,JD,0.0016068369550712
"2017-08-08 00:00:00",XLIN01,KO,-0.000152513338108453
"2017-08-08 00:00:00",XLIN01,KR,-0.00294132866352017
"2017-08-08 00:00:00",XLIN01,TWTR,-0.00197450303801123
"2017-08-09 00:00:00",XLIN01,CMG,0.000265400768841402
"2017-08-09 00:00:00",XLIN01,EBAY,-0.000766105312119512
"2017-08-09 00:00:00",XLIN01,INTU,0.000350219571254634
"2017-08-09 00:00:00",XLIN01,JD,-0.000848188024132317
"2017-08-09 00:00:00",XLIN01,KO,-0.0000383052656059756
"2017-08-09 00:00:00",XLIN01,KR,-0.00233935729236494
"2017-08-09 00:00:00",XLIN01,TWTR,-0.0000793466216123781
"2017-08-10 00:00:00",XLIN01,CMG,-0.00328371158249639
"2017-08-10 00:00:00",XLIN01,EBAY,-0.00299268028839554
"2017-08-10 00:00:00",XLIN01,INTU,-0.000911531977749834
"2017-08-10 00:00:00",XLIN01,JD,-0.00480476193091027
"2017-08-10 00:00:00",XLIN01,KO,0.000576571431709232
"2017-08-10 00:00:00",XLIN01,KR,-0.00457138777998034
"2017-08-10 00:00:00",XLIN01,TWTR,-0.00310524899649115
"2017-08-11 00:00:00",XLIN01,CMG,0.00105243122809767
"2017-08-11 00:00:00",XLIN01,EBAY,0.000167941153419842
"2017-08-11 00:00:00",XLIN01,INTU,0.00080611753641524
