tradeday,account,ticker,quantity
2018-04-09,XLIN01,CMG,3
2018-04-09,XLIN01,EBAY,10
2018-04-09,XLIN01,GPRO,49
2018-04-09,XLIN01,INTU,2
2018-04-09,XLIN01,JD,10
2018-04-09,XLIN01,KO,14
2018-04-09,XLIN01,KR,95
2018-04-09,XLIN01,LQD,8
2018-04-09,XLIN01,MCD,8
2018-04-09,XLIN01,PEP,6
2018-04-09,XLIN01,SQ,10
2018-04-09,XLIN01,TWTR,29
2018-04-09,XLIN01,WMT,11
2018-04-09,XLIN01,YUMC,15
2018-04-10,XLIN01,CMG,3
2018-04-10,XLIN01,EBAY,10
2018-04-10,XLIN01,GPRO,49
2018-04-10,XLIN01,INTU,2
2018-04-10,XLIN01,JD,10
2018-04-10,XLIN01,KO,14
2018-04-10,XLIN01,KR,95
2018-04-10,XLIN01,LQD,8
2018-04-10,XLIN01,MCD,8
2018-04-10,XLIN01,PEP,6
2018-04-10,XLIN01,SQ,10
2018-04-10,XLIN01,TWTR,29
2018-04-10,XLIN01,WMT,11
2018-04-10,XLIN01,YUMC,15
2018-04-11,XLIN01,CMG,3
2018-04-11,XLIN01,EBAY,10
2018-04-11,XLIN01,GPRO,49
2018-04-11,XLIN01,INTU,2
2018-04-11,XLIN01,JD,10
2018-04-11,XLIN01,KO,14
2018-04-11,XLIN01,KR,95
2018-04-11,XLIN01,LQD,8
2018-04-11,XLIN01,MCD,8
2018-04-11,XLIN01,PEP,6
2018-04-11,XLIN01,SQ,10
2018-04-11,XLIN01,TWTR,29
2018-04-11,XLIN01,WMT,11
2018-04-11,XLIN01,YUMC,15
2018-04-12,XLIN01,CMG,3
2018-04-12,XLIN01,EBAY,10
2018-04-12,XLIN01,GPRO,49
2018-04-12,XLIN01,INTU,2
2018-04-12,XLIN01,JD,10
2018-04-12,XLIN01,KO,14
2018-04-12,XLIN01,KR,95
2018-04-12,XLIN01,LQD,8
2018-04-12,XLIN01,MCD,8
2018-04-12,XLIN01,PEP,6
2018-04-12,XLIN01,SQ,10
2018-04-12,XLIN01,TWTR,29
2018-04-12,XLIN01,WMT,11
2018-04-12,XLIN01,YUMC,15
2018-04-13,XLIN01,CMG,3
2018-04-13,XLIN01,EBAY,10
2018-04-13,XLIN01,GPRO,49
2018-04-13,XLIN01,INTU,2
2018-04-13,XLIN01,JD,10
2018-04-13,XLIN01,KO,14
2018-04-13,XLIN01,KR,95
2018-04-13,XLIN01,LQD,8
2018-04-13,XLIN01,MCD,8
2018-04-13,XLIN01,PEP,6
2018-04-13,XLIN01,SQ,10
2018-04-13,XLIN01,TWTR,29
2018-04-13,XLIN01,WMT,11
2018-04-13,XLIN01,YUMC,15
2018-04-16,XLIN01,CMG,3
2018-04-16,XLIN01,EBAY,10
2018-04-16,XLIN01,GPRO,49
2018-04-16,XLIN01,INTU,2
2018-04-16,XLIN01,JD,10
2018-04-16,XLIN01,KO,14
2018-04-16,XLIN01,KR,95
2018-04-16,XLIN01,LQD,8
2018-04-16,XLIN01,MCD,8
2018-04-16,XLIN01,PEP,6
2018-04-16,XLIN01,SQ,10
2018-04-16,XLIN01,TWTR,29
2018-04-16,XLIN01,WMT,11
2018-04-16,XLIN01,YUMC,15
2018-04-17,XLIN01,CMG,3
2018-04-17,XLIN01,EBAY,10
2018-04-17,XLIN01,GPRO,49
2018-04-17,XLIN01,INTU,2
2018-04-17,XLIN01,JD,10
2018-04-17,XLIN01,KO,14
2018-04-17,XLIN01,KR,95
2018-04-17,XLIN01,LQD,8
2018-04-17,XLIN01,MCD,8
2018-04-17,XLIN01,PEP,6
2018-04-17,XLIN01,SQ,10
2018-04-17,XLIN01,TWTR,29
2018-04-17,XLIN01,WMT,11
2018-04-17,XLIN01,YUMC,15
2018-04-18,XLIN01,CMG,3
2018-04-18,XLIN01,EBAY,10
2018-04-18,XLIN01,GPRO,49
2018-04-18,XLIN01,INTU,2
2018-04-18,XLIN01,JD,10
2018-04-18,XLIN01,KO,14
2018-04-18,XLIN01,KR,95
2018-04-18,XLIN01,LQD,8
2018-04-18,XLIN01,MCD,8
2018-04-18,XLIN01,PEP,6
2018-04-18,XLIN01,SQ,10
2018-04-18,XLIN01,TWTR,29
2018-04-18,XLIN01,WMT,11
2018-04-18,XLIN01,YUMC,15
2018-04-19,XLIN01,CMG,3
2018-04-19,XLIN01,EBAY,10
2018-04-19,XLIN01,GPRO,49
2018-04-19,XLIN01,INTU,2
2018-04-19,XLIN01,JD,10
2018-04-19,XLIN01,KO,14
2018-04-19,XLIN01,KR,95
2018-04-19,XLIN01,LQD,8
2018-04-19,XLIN01,MCD,8
2018-04-19,XLIN01,PEP,6
2018-04-19,XLIN01,SQ,10
2018-04-19,XLIN01,TWTR,29
2018-04-19,XLIN01,WMT,11
2018-04-19,XLIN01,YUMC,15
2018-04-20,XLIN01,CMG,3
2018-04-20,XLIN01,EBAY,10
2018-04-20,XLIN01,GPRO,49
2018-04-20,XLIN01,INTU,2
2018-04-20,XLIN01,JD,10
2018-04-20,XLIN01,KO,14
2018-04-20,XLIN01,KR,95
2018-04-20,XLIN01,LQD,8
2018-04-20,XLIN01,MCD,8
2018-04-20,XLIN01,PEP,6
2018-04-20,XLIN01,SQ,10
2018-04-20,XLIN01,TWTR,29
2018-04-20,XLIN01,WMT,11
2018-04-20,XLIN01,YUMC,15
2018-04-23,XLIN01,CMG,3
2018-04-23,XLIN01,EBAY,10
2018-04-23,XLIN01,GPRO,49
2018-04-23,XLIN01,INTU,2
2018-04-23,XLIN01,JD,10
2018-04-23,XLIN01,KO,14
2018-04-23,XLIN01,KR,95
2018-04-23,XLIN01,LQD,8
2018-04-23,XLIN01,MCD,8
2018-04-23,XLIN01,PEP,6
2018-04-23,XLIN01,SQ,10
2018-04-23,XLIN01,TWTR,29
2018-04-23,XLIN01,WMT,11
2018-04-23,XLIN01,YUMC,15
2018-04-24,XLIN01,CMG,3
2018-04-24,XLIN01,EBAY,10
2018-04-24,XLIN01,GPRO,49
2018-04-24,XLIN01,INTU,2
2018-04-24,XLIN01,JD,10
2018-04-24,XLIN01,KO,14
2018-04-24,XLIN01,KR,95
2018-04-24,XLIN01,LQD,8
2018-04-24,XLIN01,MCD,8
2018-04-24,XLIN01,PEP,6
2018-04-24,XLIN01,SQ,10
2018-04-24,XLIN01,TWTR,29
2018-04-24,XLIN01,WMT,11
2018-04-24,XLIN01,YUMC,15
2018-04-25,XLIN01,CMG,3
2018-04-25,XLIN01,EBAY,10
2018-04-25,XLIN01,GPRO,49
2018-04-25,XLIN01,INTU,2
2018-04-25,XLIN01,JD,10
2018-04-25,XLIN01,KO,14
2018-04-25,XLIN01,KR,95
2018-04-25,XLIN01,LQD,8
2018-04-25,XLIN01,MCD,8
2018-04-25,XLIN01,PEP,6
2018-04-25,XLIN01,SQ,10
2018-04-25,XLIN01,TWTR,29
2018-04-25,XLIN01,WMT,11
2018-04-25,XLIN01,YUMC,15
2018-04-26,XLIN01,CMG,3
2018-04-26,XLIN01,EBAY,10
2018-04-26,XLIN01,GPRO,49
2018-04-26,XLIN01,INTU,2
2018-04-26,XLIN01,JD,10
2018-04-26,XLIN01,KO,14
2018-04-26,XLIN01,KR,95
2018-04-26,XLIN01,LQD,8
2018-04-26,XLIN01,MCD,8
2018-04-26,XLIN01,PEP,6
2018-04-26,XLIN01,SQ,10
2018-04-26,XLIN01,TWTR,29
2018-04-26,XLIN01,WMT,11
2018-04-26,XLIN01,YUMC,15
2018-04-27,XLIN01,CMG,3
2018-04-27,XLIN01,EBAY,10
2018-04-27,XLIN01,GPRO,49
2018-04-27,XLIN01,INTU,2
2018-04-27,XLIN01,JD,10
2018-04-27,XLIN01,KO,14
2018-04-27,XLIN01,KR,95
2018-04-27,XLIN01,LQD,8
2018-04-27,XLIN01,MCD,8
2018-04-27,XLIN01,PEP,6
2018-04-27,XLIN01,SQ,10
2018-04-27,XLIN01,TWTR,29
2018-04-27,XLIN01,WMT,11
2018-04-27,XLIN01,YUMC,15
2018-04-30,XLIN01,CMG,3
2018-04-30,XLIN01,EBAY,10
2018-04-30,XLIN01,GPRO,49
2018-04-30,XLIN01,INTU,2
2018-04-30,XLIN01,JD,10
2018-04-30,XLIN01,KO,14
2018-04-30,XLIN01,KR,95
2018-04-30,XLIN01,LQD,8
2018-04-30,XLIN01,MCD,8
2018-04-30,XLIN01,PEP,6
2018-04-30,XLIN01,SQ,10
2018-04-30,XLIN01,TWTR,29
2018-04-30,XLIN01,WMT,11
2018-04-30,XLIN01,YUMC,15
2018-05-01,XLIN01,CMG,3
2018-05-01,XLIN01,EBAY,10
2018-05-01,XLIN01,GPRO,49
2018-05-01,XLIN01,INTU,2
2018-05-01,XLIN01,JD,10
2018-05-01,XLIN01,KO,14
2018-05-01,XLIN01,KR,95
2018-05-01,XLIN01,LQD,8
2018-05-01,XLIN01,MCD,8
2018-05-01,XLIN01,PEP,6
2018-05-01,XLIN01,SQ,10
2018-05-01,XLIN01,TWTR,29
2018-05-01,XLIN01,WMT,11
2018-05-01,XLIN01,YUMC,15
2018-05-02,XLIN01,CMG,3
2018-05-02,XLIN01,EBAY,10
2018-05-02,XLIN01,GPRO,49
2018-05-02,XLIN01,INTU,2
2018-05-02,XLIN01,JD,10
2018-05-02,XLIN01,KO,14
2018-05-02,XLIN01,KR,95
2018-05-02,XLIN01,LQD,8
2018-05-02,XLIN01,MCD,8
2018-05-02,XLIN01,PEP,6
2018-05-02,XLIN01,SQ,10
2018-05-02,XLIN01,TWTR,29
2018-05-02,XLIN01,WMT,11
2018-05-02,XLIN01,YUMC,15
2018-05-03,XLIN01,CMG,3
2018-05-03,XLIN01,EBAY,10
2018-05-03,XLIN01,GPRO,49
2018-05-03,XLIN01,INTU,2
2018-05-03,XLIN01,JD,10
2018-05-03,XLIN01,KO,14
2018-05-03,XLIN01,KR,95
2018-05-03,XLIN01,LQD,8
2018-05-03,XLIN01,MCD,8
2018-05-03,XLIN01,PEP,6
2018-05-03,XLIN01,SQ,10
2018-05-03,XLIN01,TWTR,29
2018-05-03,XLIN01,WMT,11
2018-05-03,XLIN01,YUMC,15
2018-05-04,XLIN01,CMG,3
2018-05-04,XLIN01,EBAY,10
2018-05-04,XLIN01,GPRO,49
2018-05-04,XLIN01,INTU,2
2018-05-04,XLIN01,JD,10
2018-05-04,XLIN01,KO,14
2018-05-04,XLIN01,KR,95
2018-05-04,XLIN01,LQD,8
2018-05-04,XLIN01,MCD,8
2018-05-04,XLIN01,PEP,6
2018-05-04,XLIN01,SQ,10
2018-05-04,XLIN01,TWTR,29
2018-05-04,XLIN01,WMT,11
2018-05-04,XLIN01,YUMC,15
2018-05-07,XLIN01,CMG,3
2018-05-07,XLIN01,EBAY,10
2018-05-07,XLIN01,GPRO,49
2018-05-07,XLIN01,INTU,2
2018-05-07,XLIN01,JD,10
2018-05-07,XLIN01,KO,14
2018-05-07,XLIN01,KR,95
2018-05-07,XLIN01,LQD,8
2018-05-07,XLIN01,MCD,8
2018-05-07,XLIN01,PEP,6
2018-05-07,XLIN01,SQ,10
2018-05-07,XLIN01,TWTR,29
2018-05-07,XLIN01,WMT,11
2018-05-07,XLIN01,YUMC,15
2018-05-08,XLIN01,CMG,3
2018-05-08,XLIN01,EBAY,10
2018-05-08,XLIN01,GPRO,49
2018-05-08,XLIN01,INTU,2
2018-05-08,XLIN01,JD,10
2018-05-08,XLIN01,KO,14
2018-05-08,XLIN01,KR,95
2018-05-08,XLIN01,LQD,8
2018-05-08,XLIN01,MCD,8
2018-05-08,XLIN01,PEP,6
2018-05-08,XLIN01,SQ,10
2018-05-08,XLIN01,TWTR,29
2018-05-08,XLIN01,WMT,11
2018-05-08,XLIN01,YUMC,15
2018-05-09,XLIN01,CMG,3
2018-05-09,XLIN01,EBAY,10
2018-05-09,XLIN01,GPRO,49
2018-05-09,XLIN01,INTU,2
2018-05-09,XLIN01,JD,10
2018-05-09,XLIN01,KO,14
2018-05-09,XLIN01,KR,95
2018-05-09,XLIN01,LQD,8
2018-05-09,XLIN01,MCD,8
2018-05-09,XLIN01,PEP,6
2018-05-09,XLIN01,SQ,10
2018-05-09,XLIN01,TWTR,29
2018-05-09,XLIN01,WMT,11
2018-05-09,XLIN01,YUMC,15
2018-05-10,XLIN01,CMG,3
2018-05-10,XLIN01,EBAY,10
2018-05-10,XLIN01,GPRO,49
2018-05-10,XLIN01,INTU,2
2018-05-10,XLIN01,JD,10
2018-05-10,XLIN01,KO,14
2018-05-10,XLIN01,KR,95
2018-05-10,XLIN01,LQD,8
2018-05-10,XLIN01,MCD,8
2018-05-10,XLIN01,PEP,6
2018-05-10,XLIN01,SQ,10
2018-05-10,XLIN01,TWTR,29
2018-05-10,XLIN01,WMT,11
2018-05-10,XLIN01,YUMC,15
2018-05-11,XLIN01,CMG,3
2018-05-11,XLIN01,EBAY,10
2018-05-11,XLIN01,GPRO,49
2018-05-11,XLIN01,INTU,2
2018-05-11,XLIN01,JD,10
2018-05-11,XLIN01,KO,14
2018-05-11,XLIN01,KR,95
2018-05-11,XLIN01,LQD,8
2018-05-11,XLIN01,MCD,8
2018-05-11,XLIN01,PEP,6
2018-05-11,XLIN01,SQ,10
2018-05-11,XLIN01,TWTR,29
2018-05-11,XLIN01,WMT,11
2018-05-11,XLIN01,YUMC,15
2018-05-14,XLIN01,CMG,3
2018-05-14,XLIN01,EBAY,10
2018-05-14,XLIN01,GPRO,49
2018-05-14,XLIN01,INTU,2
2018-05-14,XLIN01,JD,10
2018-05-14,XLIN01,KO,14
2018-05-14,XLIN01,KR,95
2018-05-14,XLIN01,LQD,8
2018-05-14,XLIN01,MCD,8
2018-05-14,XLIN01,PEP,6
2018-05-14,XLIN01,SQ,10
2018-05-14,XLIN01,TWTR,29
2018-05-14,XLIN01,WMT,11
2018-05-14,XLIN01,YUMC,15
2018-05-15,XLIN01,CMG,3
2018-05-15,XLIN01,EBAY,10
2018-05-15,XLIN01,GPRO,49
2018-05-15,XLIN01,INTU,2
2018-05-15,XLIN01,JD,10
2018-05-15,XLIN01,KO,14
2018-05-15,XLIN01,KR,95
2018-05-15,XLIN01,LQD,8
2018-05-15,XLIN01,MCD,8
2018-05-15,XLIN01,PEP,6
2018-05-15,XLIN01,SQ,10
2018-05-15,XLIN01,TWTR,29
2018-05-15,XLIN01,WMT,11
2018-05-15,XLIN01,YUMC,15
2018-05-16,XLIN01,CMG,3
2018-05-16,XLIN01,EBAY,10
2018-05-16,XLIN01,GPRO,49
2018-05-16,XLIN01,INTU,2
2018-05-16,XLIN01,JD,10
2018-05-16,XLIN01,KO,14
2018-05-16,XLIN01,KR,95
2018-05-16,XLIN01,LQD,8
2018-05-16,XLIN01,MCD,8
2018-05-16,XLIN01,PEP,6
2018-05-16,XLIN01,SQ,10
2018-05-16,XLIN01,TWTR,29
2018-05-16,XLIN01,WMT,11
2018-05-16,XLIN01,YUMC,15
2018-05-17,XLIN01,CMG,3
2018-05-17,XLIN01,EBAY,10
2018-05-17,XLIN01,GPRO,49
2018-05-17,XLIN01,INTU,2
2018-05-17,XLIN01,JD,10
2018-05-17,XLIN01,KO,14
2018-05-17,XLIN01,KR,95
2018-05-17,XLIN01,LQD,8
2018-05-17,XLIN01,MCD,8
2018-05-17,XLIN01,PEP,6
2018-05-17,XLIN01,SQ,10
2018-05-17,XLIN01,TWTR,29
2018-05-17,XLIN01,WMT,11
2018-05-17,XLIN01,YUMC,15
2018-05-18,XLIN01,CMG,3
2018-05-18,XLIN01,EBAY,10
2018-05-18,XLIN01,GPRO,49
2018-05-18,XLIN01,INTU,2
2018-05-18,XLIN01,JD,10
2018-05-18,XLIN01,KO,14
2018-05-18,XLIN01,KR,95
2018-05-18,XLIN01,LQD,8
2018-05-18,XLIN01,MCD,8
2018-05-18,XLIN01,PEP,6
2018-05-18,XLIN01,SQ,10
2018-05-18,XLIN01,TWTR,29
2018-05-18,XLIN01,WMT,11
2018-05-18,XLIN01,YUMC,15
2018-05-21,XLIN01,CMG,3
2018-05-21,XLIN01,EBAY,10
2018-05-21,XLIN01,GPRO,49
2018-05-21,XLIN01,INTU,2
2018-05-21,XLIN01,JD,10
2018-05-21,XLIN01,KO,14
2018-05-21,XLIN01,KR,95
2018-05-21,XLIN01,LQD,8
2018-05-21,XLIN01,MCD,8
2018-05-21,XLIN01,PEP,6
2018-05-21,XLIN01,SQ,10
2018-05-21,XLIN01,TWTR,29
2018-05-21,XLIN01,WMT,11
2018-05-21,XLIN01,YUMC,15
2018-05-22,XLIN01,CMG,3
2018-05-22,XLIN01,EBAY,10
2018-05-22,XLIN01,GPRO,49
2018-05-22,XLIN01,INTU,2
2018-05-22,XLIN01,JD,10
2018-05-22,XLIN01,KO,14
2018-05-22,XLIN01,KR,95
2018-05-22,XLIN01,LQD,8
2018-05-22,XLIN01,MCD,8
2018-05-22,XLIN01,PEP,6
2018-05-22,XLIN01,SQ,10
2018-05-22,XLIN01,TWTR,29
2018-05-22,XLIN01,WMT,11
2018-05-22,XLIN01,YUMC,15
2018-05-23,XLIN01,CMG,3
2018-05-23,XLIN01,EBAY,10
2018-05-23,XLIN01,GPRO,49
2018-05-23,XLIN01,INTU,2
2018-05-23,XLIN01,JD,10
2018-05-23,XLIN01,KO,14
2018-05-23,XLIN01,KR,95
2018-05-23,XLIN01,LQD,8
2018-05-23,XLIN01,MCD,8
2018-05-23,XLIN01,PEP,6
2018-05-23,XLIN01,SQ,10
2018-05-23,XLIN01,TWTR,29
2018-05-23,XLIN01,WMT,11
2018-05-23,XLIN01,YUMC,15
2018-05-24,XLIN01,CMG,3
2018-05-24,XLIN01,EBAY,10
2018-05-24,XLIN01,GPRO,49
2018-05-24,XLIN01,INTU,2
2018-05-24,XLIN01,JD,10
2018-05-24,XLIN01,KO,14
2018-05-24,XLIN01,KR,95
2018-05-24,XLIN01,LQD,8
2018-05-24,XLIN01,MCD,8
2018-05-24,XLIN01,PEP,6
2018-05-24,XLIN01,SQ,10
2018-05-24,XLIN01,TWTR,29
2018-05-24,XLIN01,WMT,11
2018-05-24,XLIN01,YUMC,15
2018-05-25,XLIN01,CMG,3
2018-05-25,XLIN01,EBAY,10
2018-05-25,XLIN01,GPRO,49
2018-05-25,XLIN01,INTU,2
2018-05-25,XLIN01,JD,10
2018-05-25,XLIN01,KO,14
2018-05-25,XLIN01,KR,95
2018-05-25,XLIN01,LQD,8
2018-05-25,XLIN01,MCD,8
2018-05-25,XLIN01,PEP,6
2018-05-25,XLIN01,SQ,10
2018-05-25,XLIN01,TWTR,29
2018-05-25,XLIN01,WMT,11
2018-05-25,XLIN01,YUMC,15
2018-05-28,XLIN01,CMG,3
2018-05-28,XLIN01,EBAY,10
2018-05-28,XLIN01,GPRO,49
2018-05-28,XLIN01,INTU,2
2018-05-28,XLIN01,JD,10
2018-05-28,XLIN01,KO,14
2018-05-28,XLIN01,KR,95
2018-05-28,XLIN01,LQD,8
2018-05-28,XLIN01,MCD,8
2018-05-28,XLIN01,PEP,6
2018-05-28,XLIN01,SQ,10
2018-05-28,XLIN01,TWTR,29
2018-05-28,XLIN01,WMT,11
2018-05-28,XLIN01,YUMC,15
2018-05-29,XLIN01,CMG,3
2018-05-29,XLIN01,EBAY,10
2018-05-29,XLIN01,GPRO,49
2018-05-29,XLIN01,INTU,2
2018-05-29,XLIN01,JD,10
2018-05-29,XLIN01,KO,14
2018-05-29,XLIN01,KR,95
2018-05-29,XLIN01,LQD,8
2018-05-29,XLIN01,MCD,8
2018-05-29,XLIN01,PEP,6
2018-05-29,XLIN01,SQ,10
2018-05-29,XLIN01,TWTR,29
2018-05-29,XLIN01,WMT,11
2018-05-29,XLIN01,YUMC,15
2018-05-30,XLIN01,CMG,3
2018-05-30,XLIN01,EBAY,10
2018-05-30,XLIN01,GPRO,49
2018-05-30,XLIN01,INTU,2
2018-05-30,XLIN01,JD,10
2018-05-30,XLIN01,KO,14
2018-05-30,XLIN01,KR,95
2018-05-30,XLIN01,LQD,8
2018-05-30,XLIN01,MCD,8
2018-05-30,XLIN01,PEP,6
2018-05-30,XLIN01,SQ,10
2018-05-30,XLIN01,TWTR,29
2018-05-30,XLIN01,WMT,11
2018-05-30,XLIN01,YUMC,15
2018-05-31,XLIN01,CMG,3
2018-05-31,XLIN01,EBAY,10
2018-05-31,XLIN01,GPRO,49
2018-05-31,XLIN01,INTU,2
2018-05-31,XLIN01,JD,10
2018-05-31,XLIN01,KO,14
2018-05-31,XLIN01,KR,95
2018-05-31,XLIN01,LQD,8
2018-05-31,XLIN01,MCD,8
2018-05-31,XLIN01,PEP,6
2018-05-31,XLIN01,SQ,10
2018-05-31,XLIN01,TWTR,29
2018-05-31,XLIN01,WMT,11
2018-05-31,XLIN01,YUMC,15
2018-06-01,XLIN01,CMG,3
2018-06-01,XLIN01,EBAY,10
2018-06-01,XLIN01,GPRO,49
2018-06-01,XLIN01,INTU,2
2018-06-01,XLIN01,JD,10
2018-06-01,XLIN01,KO,14
2018-06-01,XLIN01,KR,95
2018-06-01,XLIN01,LQD,8
2018-06-01,XLIN01,MCD,8
2018-06-01,XLIN01,PEP,6
2018-06-01,XLIN01,SQ,10
2018-06-01,XLIN01,TWTR,29
2018-06-01,XLIN01,WMT,11
2018-06-01,XLIN01,YUMC,15
2018-06-04,XLIN01,CMG,3
2018-06-04,XLIN01,EBAY,10
2018-06-04,XLIN01,GPRO,49
2018-06-04,XLIN01,INTU,2
2018-06-04,XLIN01,JD,10
2018-06-04,XLIN01,KO,14
2018-06-04,XLIN01,KR,95
2018-06-04,XLIN01,LQD,8
2018-06-04,XLIN01,MCD,8
2018-06-04,XLIN01,PEP,6
2018-06-04,XLIN01,SQ,10
2018-06-04,XLIN01,TWTR,29
2018-06-04,XLIN01,WMT,11
2018-06-04,XLIN01,YUMC,15
2018-06-05,XLIN01,CMG,3
2018-06-05,XLIN01,EBAY,10
2018-06-05,XLIN01,GPRO,49
2018-06-05,XLIN01,INTU,2
2018-06-05,XLIN01,JD,10
2018-06-05,XLIN01,KO,14
2018-06-05,XLIN01,KR,95
2018-06-05,XLIN01,LQD,8
2018-06-05,XLIN01,MCD,8
2018-06-05,XLIN01,PEP,6
2018-06-05,XLIN01,SQ,10
2018-06-05,XLIN01,TWTR,29
2018-06-05,XLIN01,WMT,11
2018-06-05,XLIN01,YUMC,15
2018-06-06,XLIN01,CMG,3
2018-06-06,XLIN01,EBAY,10
2018-06-06,XLIN01,GPRO,49
2018-06-06,XLIN01,INTU,2
2018-06-06,XLIN01,JD,10
2018-06-06,XLIN01,KO,14
2018-06-06,XLIN01,KR,95
2018-06-06,XLIN01,LQD,8
2018-06-06,XLIN01,MCD,8
2018-06-06,XLIN01,PEP,6
2018-06-06,XLIN01,SQ,10
2018-06-06,XLIN01,TWTR,29
2018-06-06,XLIN01,WMT,11
2018-06-06,XLIN01,YUMC,15
2018-06-07,XLIN01,CMG,3
2018-06-07,XLIN01,EBAY,10
2018-06-07,XLIN01,GPRO,49
2018-06-07,XLIN01,INTU,2
2018-06-07,XLIN01,JD,10
2018-06-07,XLIN01,KO,14
2018-06-07,XLIN01,KR,95
2018-06-07,XLIN01,LQD,8
2018-06-07,XLIN01,MCD,8
2018-06-07,XLIN01,PEP,6
2018-06-07,XLIN01,SQ,10
2018-06-07,XLIN01,TWTR,29
2018-06-07,XLIN01,WMT,11
2018-06-07,XLIN01,YUMC,15
2018-06-08,XLIN01,CMG,3
2018-06-08,XLIN01,EBAY,10
2018-06-08,XLIN01,GPRO,49
2018-06-08,XLIN01,INTU,2
2018-06-08,XLIN01,JD,10
2018-06-08,XLIN01,KO,14
2018-06-08,XLIN01,KR,95
2018-06-08,XLIN01,LQD,8
2018-06-08,XLIN01,MCD,8
2018-06-08,XLIN01,PEP,6
2018-06-08,XLIN01,SQ,10
2018-06-08,XLIN01,TWTR,29
2018-06-08,XLIN01,WMT,11
2018-06-08,XLIN01,YUMC,15
2018-06-11,XLIN01,CMG,3
2018-06-11,XLIN01,EBAY,10
2018-06-11,XLIN01,GPRO,49
2018-06-11,XLIN01,INTU,2
2018-06-11,XLIN01,JD,10
2018-06-11,XLIN01,KO,14
2018-06-11,XLIN01,KR,95
2018-06-11,XLIN01,LQD,8
2018-06-11,XLIN01,MCD,8
2018-06-11,XLIN01,PEP,6
2018-06-11,XLIN01,SQ,10
2018-06-11,XLIN01,TWTR,29
2018-06-11,XLIN01,WMT,11
2018-06-11,XLIN01,YUMC,15
2018-06-12,XLIN01,CMG,3
2018-06-12,XLIN01,EBAY,10
2018-06-12,XLIN01,GPRO,49
2018-06-12,XLIN01,INTU,2
2018-06-12,XLIN01,JD,10
2018-06-12,XLIN01,KO,14
2018-06-12,XLIN01,KR,95
2018-06-12,XLIN01,LQD,8
2018-06-12,XLIN01,MCD,8
2018-06-12,XLIN01,PEP,6
2018-06-12,XLIN01,SQ,10
2018-06-12,XLIN01,TWTR,29
2018-06-12,XLIN01,WMT,11
2018-06-12,XLIN01,YUMC,15
2018-06-13,XLIN01,CMG,3
2018-06-13,XLIN01,EBAY,10
2018-06-13,XLIN01,GPRO,49
2018-06-13,XLIN01,INTU,2
2018-06-13,XLIN01,JD,10
2018-06-13,XLIN01,KO,14
2018-06-13,XLIN01,KR,95
2018-06-13,XLIN01,LQD,8
2018-06-13,XLIN01,MCD,8
2018-06-13,XLIN01,PEP,6
2018-06-13,XLIN01,SQ,10
2018-06-13,XLIN01,TWTR,29
2018-06-13,XLIN01,WMT,11
2018-06-13,XLIN01,YUMC,15
2018-06-14,XLIN01,CMG,3
2018-06-14,XLIN01,EBAY,10
2018-06-14,XLIN01,GPRO,49
2018-06-14,XLIN01,INTU,2
2018-06-14,XLIN01,JD,10
2018-06-14,XLIN01,KO,14
2018-06-14,XLIN01,KR,95
2018-06-14,XLIN01,LQD,8
2018-06-14,XLIN01,MCD,8
2018-06-14,XLIN01,PEP,6
2018-06-14,XLIN01,SQ,10
2018-06-14,XLIN01,TWTR,29
2018-06-14,XLIN01,WMT,11
2018-06-14,XLIN01,YUMC,15
2018-06-15,XLIN01,CMG,3
2018-06-15,XLIN01,EBAY,10
2018-06-15,XLIN01,GPRO,49
2018-06-15,XLIN01,INTU,2
2018-06-15,XLIN01,JD,10
2018-06-15,XLIN01,KO,14
2018-06-15,XLIN01,KR,95
2018-06-15,XLIN01,LQD,8
2018-06-15,XLIN01,MCD,8
2018-06-15,XLIN01,PEP,6
2018-06-15,XLIN01,SQ,10
2018-06-15,XLIN01,TWTR,29
2018-06-15,XLIN01,WMT,11
2018-06-15,XLIN01,YUMC,15
2018-06-18,XLIN01,CMG,3
2018-06-18,XLIN01,EBAY,10
2018-06-18,XLIN01,GPRO,49
2018-06-18,XLIN01,INTU,2
2018-06-18,XLIN01,JD,10
2018-06-18,XLIN01,KO,14
2018-06-18,XLIN01,KR,95
2018-06-18,XLIN01,LQD,8
2018-06-18,XLIN01,MCD,8
2018-06-18,XLIN01,PEP,6
2018-06-18,XLIN01,SQ,10
2018-06-18,XLIN01,TWTR,29
2018-06-18,XLIN01,WMT,11
2018-06-18,XLIN01,YUMC,15
2018-06-19,XLIN01,CMG,3
2018-06-19,XLIN01,EBAY,10
2018-06-19,XLIN01,GPRO,49
2018-06-19,XLIN01,INTU,2
2018-06-19,XLIN01,JD,10
2018-06-19,XLIN01,KO,14
2018-06-19,XLIN01,KR,95
2018-06-19,XLIN01,LQD,8
2018-06-19,XLIN01,MCD,8
2018-06-19,XLIN01,PEP,6
2018-06-19,XLIN01,SQ,10
2018-06-19,XLIN01,TWTR,29
2018-06-19,XLIN01,WMT,11
2018-06-19,XLIN01,YUMC,15
2018-06-20,XLIN01,CMG,3
2018-06-20,XLIN01,EBAY,10
2018-06-20,XLIN01,GPRO,49
2018-06-20,XLIN01,INTU,2
2018-06-20,XLIN01,JD,10
